order_id,customer_name,email,order_date,order_status,tracking_number
eeec00f6-da0f-4803-8fd6-818e1f661219,Patricia Aguilar,Patricia_Aguilar@somerandomemail.com,2025-05-02,cancelled,1855411
a56a91f6-2432-4762-ad07-37cc8d65a288,Anne Kim,Anne_Kim@somerandomemail.com,2025-04-29,cancelled,4118349
2fb5b8ac-ae05-4d5c-af46-f44b2c7cb0b1,Steven Baldwin,Steven_Baldwin@somerandomemail.com,2025-04-18,pending,9094437
7ea5dfba-41b7-428f-b598-8793dda32e98,Deborah Roberts,Deborah_Roberts@somerandomemail.com,2025-04-27,completed,2125347
3286e2cd-3afe-4ffe-bde3-ddd184b7c09a,Sharon Fox,Sharon_Fox@somerandomemail.com,2025-04-17,pending,5440151
75a3cd5b-1e20-4605-b56c-cdcca0be7de2,Nicole Wagner,Nicole_Wagner@somerandomemail.com,2025-04-09,cancelled,7679537
bd299acb-fc28-4e07-8ed4-8a75a76e1716,John Austin,John_Austin@somerandomemail.com,2025-05-08,cancelled,2001367
7cce082b-6a0b-4386-a79c-d66fb7fd4c4b,Ruth Simmons,Ruth_Simmons@somerandomemail.com,2025-04-18,pending,9665122
9d1d3524-5914-483d-9cf3-6dd0bf160193,Michael Pena,Michael_Pena@somerandomemail.com,2025-04-20,cancelled,8770910
83419a94-8886-4293-980c-892406ed2c96,Laura Campbell,Laura_Campbell@somerandomemail.com,2025-04-09,shipped,2191489
9ea5e2ec-acfe-4c7a-b7de-84d624e6c201,Tiffany Lang,Tiffany_Lang@somerandomemail.com,2025-04-21,completed,5344626
46d93804-9701-490c-b775-5cfb4d7a2f87,Jessica Taylor,Jessica_Taylor@somerandomemail.com,2025-05-02,completed,8526978
ae38e3de-6d3c-4029-97e3-5f17e1f49a05,Danny Grant,Danny_Grant@somerandomemail.com,2025-04-21,cancelled,8354831
5ace274c-71bf-47f4-a6ba-766647bdbce9,Ryan Gray,Ryan_Gray@somerandomemail.com,2025-04-16,shipped,3690013
dc570e9d-7235-477b-a8eb-140c15d0b0d7,Sandra Nguyen,Sandra_Nguyen@somerandomemail.com,2025-04-24,pending,2014761
92166a2b-6c7b-4ca4-9e35-f0a37ef81441,Stacey Anderson,Stacey_Anderson@somerandomemail.com,2025-04-21,shipped,6440627
ee2db19b-ed65-4e0e-bad5-49844ce21ca8,Darrell Hansen,Darrell_Hansen@somerandomemail.com,2025-04-15,pending,6821404
c2eb280d-f516-4556-9f0b-f2e8836ff250,Michael Aguilar,Michael_Aguilar@somerandomemail.com,2025-04-30,pending,6795877
16cee39e-4257-4ea5-822f-929b1474694d,Tamara Mann,Tamara_Mann@somerandomemail.com,2025-04-20,pending,2767885
7bc223af-ee15-4139-8a0f-7ff71a024e93,Susan Beck,Susan_Beck@somerandomemail.com,2025-04-24,cancelled,3805799
c99d82e5-fd6f-4c14-85da-8ef505d63ca5,Melinda Wang,Melinda_Wang@somerandomemail.com,2025-05-06,shipped,73637
50daf20e-e5b8-4af6-8214-0008b1b94c7b,Cole Smith,Cole_Smith@somerandomemail.com,2025-05-03,cancelled,755142
992032ca-0510-4790-be2b-204274ef28bc,Gregory Curtis,Gregory_Curtis@somerandomemail.com,2025-04-28,pending,7704762
8675084a-07df-4a82-baf6-e48b26bd5c7c,Shane King,Shane_King@somerandomemail.com,2025-05-08,completed,7372101
ae8c8fe3-fcf5-46f0-a8a9-676eeda9aef5,Robin Long,Robin_Long@somerandomemail.com,2025-05-03,shipped,2191368
215f30cc-974a-4e61-8304-fa9ed3632848,George Stafford,George_Stafford@somerandomemail.com,2025-05-06,completed,9391969
9b863d5e-1b9c-484e-b935-f0ee4cb3a074,Daniel Green,Daniel_Green@somerandomemail.com,2025-04-27,completed,4705362
617022c4-fc19-42b6-806a-322f2213aebe,Randy Riley,Randy_Riley@somerandomemail.com,2025-04-13,cancelled,363526
18936b68-f768-4fc9-a735-bdcf4017f026,Michael Lawrence,Michael_Lawrence@somerandomemail.com,2025-04-11,pending,8526645
8072f385-12bb-4647-8ced-e08283d32170,Kelsey Santos,Kelsey_Santos@somerandomemail.com,2025-04-15,shipped,7098316
d7231063-c6b5-4ebd-bfad-a9200d27fa07,Teresa Morris,Teresa_Morris@somerandomemail.com,2025-04-19,cancelled,631876
194ae2c8-9024-44bd-9b58-9d1202ab57d9,Richard Oliver,Richard_Oliver@somerandomemail.com,2025-04-24,shipped,6019346
8fa7489f-3a13-4983-a96b-2447e4f7538a,Mitchell Williams,Mitchell_Williams@somerandomemail.com,2025-04-18,pending,5718948
4126fe3a-19d0-4173-98b1-c5d5a6423e6f,James Lucas,James_Lucas@somerandomemail.com,2025-04-25,cancelled,1329661
099b0ba0-cb34-4d46-ab42-8dabd5deb031,Sean Miller MD,Sean_Miller_MD@somerandomemail.com,2025-04-25,completed,1072738
54b589fa-3185-4d44-be7e-afb5a4b70df8,April Arnold,April_Arnold@somerandomemail.com,2025-04-24,completed,9607346
57f30ec5-da4b-4979-bc1f-90b0739a2894,Beth Gay,Beth_Gay@somerandomemail.com,2025-04-10,pending,7993311
9b38ec5c-e10d-4b7e-ab99-5ed891b4e08b,Gary Hamilton,Gary_Hamilton@somerandomemail.com,2025-05-02,completed,1847228
3a1ec6bc-70b0-4fec-a161-3c877421f0f9,Michael Davis,Michael_Davis@somerandomemail.com,2025-04-15,shipped,1882017
4aebf4f1-cfab-49c8-ae45-91790c40b894,Jared Sweeney,Jared_Sweeney@somerandomemail.com,2025-04-16,pending,1586534
afd207b5-4ff0-422a-ab9a-a7b0bbd00f52,Kenneth Scott,Kenneth_Scott@somerandomemail.com,2025-04-30,completed,2449270
b69e6ba4-6aad-4f08-8d49-5fbb5c545c84,Heather Knight,Heather_Knight@somerandomemail.com,2025-04-27,completed,8852261
7a414610-8396-423c-bb72-375d7efa1a1d,Scott Wilson,Scott_Wilson@somerandomemail.com,2025-05-02,shipped,4239003
fa03cbf3-8442-463e-bb8c-bfe2d931a540,Kathryn Marsh,Kathryn_Marsh@somerandomemail.com,2025-04-25,cancelled,4447449
df8916ba-2fd7-4b0c-877d-0e3cec9bb8c3,Angel Alvarado,Angel_Alvarado@somerandomemail.com,2025-04-16,completed,9162413
5d333726-7f21-47e3-889e-97769b6f0254,Aaron Anderson,Aaron_Anderson@somerandomemail.com,2025-04-18,shipped,3381800
75e06a0d-b123-41ee-856e-426c7ae66124,James Taylor,James_Taylor@somerandomemail.com,2025-04-22,pending,3093992
1c23c182-1b45-42ee-a520-e6ef4f199be9,Cassandra Gould,Cassandra_Gould@somerandomemail.com,2025-04-27,shipped,1830081
d64d60c4-afeb-472d-99c3-6ecc1c6d6798,Elizabeth Woods,Elizabeth_Woods@somerandomemail.com,2025-04-25,cancelled,1736105
4b6471fb-5991-4131-a72c-3371d0b7ed26,Morgan Cook,Morgan_Cook@somerandomemail.com,2025-04-24,cancelled,4815680
6f78b915-d492-4b94-b093-8fb129355275,Lisa Gonzalez,Lisa_Gonzalez@somerandomemail.com,2025-05-04,cancelled,5163841
82f1f40d-f2ca-4090-ae01-b6c9f0d31a16,Stacy French,Stacy_French@somerandomemail.com,2025-04-12,shipped,9703256
03dad112-24e4-45fe-ba8c-dabf21490eb3,James Long,James_Long@somerandomemail.com,2025-05-07,pending,5269932
d9c3aa63-c6be-4433-8ce0-c67434060bd5,Amber Benton,Amber_Benton@somerandomemail.com,2025-04-09,completed,6739535
4aac6538-c2a8-4089-914d-c892a5ff80dd,David Hicks,David_Hicks@somerandomemail.com,2025-05-01,cancelled,1827061
c6835cd6-1d4b-45aa-85d4-18d7837d7a83,Zachary Payne,Zachary_Payne@somerandomemail.com,2025-04-09,shipped,8335206
2eb846c9-8340-49fd-87df-cf8f4e5e8353,Devin Jones,Devin_Jones@somerandomemail.com,2025-05-03,completed,7495871
dca5287a-c7b8-44d5-b6f2-70dd31db1955,Matthew Wong,Matthew_Wong@somerandomemail.com,2025-04-14,pending,8277152
f00ea8bd-dd00-4507-b352-6e937a6b0039,Michael Williams,Michael_Williams@somerandomemail.com,2025-04-12,shipped,8825974
c3340e56-c514-4852-a276-8745f72068b1,Barbara Ewing,Barbara_Ewing@somerandomemail.com,2025-04-27,pending,2748243
163d63b3-0c70-4d6c-af10-8688206fa3ba,Robert Sanchez,Robert_Sanchez@somerandomemail.com,2025-05-03,completed,7740874
ffa06ffe-24d9-4eef-adb2-a015afda317c,Jamie Rodriguez,Jamie_Rodriguez@somerandomemail.com,2025-04-14,completed,5896583
5f0b85ab-c75a-45b6-b601-408f5abcacf5,Benjamin Nichols,Benjamin_Nichols@somerandomemail.com,2025-04-18,completed,6860273
3896847c-07e0-4b85-ae3b-48c1a27fa9e0,Pamela Hernandez,Pamela_Hernandez@somerandomemail.com,2025-05-03,shipped,3830720
a2f4d1a7-cfa5-4f72-9f1d-dde059ad3de7,Maria Ramirez,Maria_Ramirez@somerandomemail.com,2025-04-22,cancelled,909077
5305716d-0313-4e3b-aca2-ca11ec1812dd,Melissa Benson,Melissa_Benson@somerandomemail.com,2025-04-25,completed,8442286
42d64d40-e868-45bd-9784-4ac02132a922,Michael Bennett,Michael_Bennett@somerandomemail.com,2025-05-01,shipped,4454369
a38a4626-a727-4b68-9cd9-e5ffd317d94b,Christopher Bush,Christopher_Bush@somerandomemail.com,2025-04-19,shipped,5139503
6da8052d-bd28-434a-9118-30c4864b847f,Donald Rivas,Donald_Rivas@somerandomemail.com,2025-05-01,completed,7743897
37556af3-bb97-41b9-b718-fcae35ab21e4,Lawrence Smith,Lawrence_Smith@somerandomemail.com,2025-05-03,shipped,4387505
